title,body
Cheesy Jag,"AMRAP in 23 minutes:
1 mile Run
Then, 5 cycles of:
9 Burpees
16 Air Squats
10 Push-Ups

Wear a Weight Vest (20/14 lb)"
Chein-Shiung Wu,"AMRAP in 12 minutes
25 Goblet Squats (53/35 lb)
3 Handstand Push-Ups

25 Goblet Squats (53/35 lb)
6 Handstand Push-Ups

Continue with this pattern, adding 3 Handstand Push-Ups after every round."
Chelsea,"EMOM for 30 minutes
5 Pull-Ups
10 Push-Ups
15 Air Squats"
Cheru,"8 Rounds for Time
600 meter Run
19 Jerrycan Squats (44/26 lb)
25 Sit-Ups
25 Jerrycan Swings"
Chicken Little,"AMRAP in 24 minutes
24 Push-Ups
24 Sit-Ups
24 Burpees
200 meter Ruck (20/14 lb)"
Chief Allee,"For Time
Buy-In: 40 Burpees

Then, 5 Rounds of:
403 meter Row
24 Power Cleans (115/85 lb)"
Chief Daryl Rollins,"5 Rounds for Time
20 Kneeling Medicine Ball Slams (30/20 lb)
20 Plate Sit-Ups (45/25 lb)
20 calorie Row
20 foot Sandbag Bear Crawl (60/40 lb)"
Chief Jason Byrd,"4 Rounds for Time
3 Flights Stairs with Air Pack
10 Sandbag Squats (100/75 lb)
10 Sandbag Plank Pulls (100/75 lb)
10 Sandbag Cleans (100/75 lb)
10 Sandbag Glute Bridges (100/75 lb)"
Chief John Sing,"EMOM for 10 minutes
1 minute Max Renegade Rows (2x50/35 lb)
1 minute Max Push-Ups
1 minute Max Mountain Climbers
1 minute Max Air Squats
1 minute Max Curl to Overhead Press (2x50/35 lb)

Repeat 2x"
Chinchilla,"For Time
Buy-In: 1,900 meter Run

Directly into, 10 Rounds of:
12 Pull-Ups
12 Push-Ups
50 Air Squats
20 Sit-Ups

Buy-Out: 1,900 meter Run"
Chino,"For Time
800 meter Run
30 Toes-to-Bars
30 Wall Ball Shots (20/14 lb)
600 meter Run
20 Toes-to-Bars
20 Wall Ball Shots (20/14 lb)
400 meter Run
10 Toes-to-Bars
10 Wall Ball Shots (20/14 lb)
200 meter Run
50 Bar Muscle-Ups

Each time you drop from the Pull-Up Bar, perform a Burpee penalty. Add 1 rep for each drop. Ex: 1st drop = 1 Burpee, 2nd drop = 2 Burpees, etc."
Chipper,"For Time (with a Partner)
30 Pull-Ups
50 Wall Ball Shots
50 Sit-Ups
100 Kettlebell Swings

Perform every two minutes:
10 Burpees"
Chipper Christine,"For Time
1500 meter Row
36 Deadlifts (225/155 lb)
63 Box Jump Overs (24/20 in)

Time Cap: 15 minutes"
Choe,"AMRAP in 35 minutes
Buy-In:
9 Man Makers (2x35/20 lb dumbbells)
11 Burpees

In remaining time, AMRAP of:
300 meter Run
27 Air Squats
9 Handstand Push-Ups"
Chopper PC 2056,"For Time
20 calorie Bike/Row/Erg
56 Deadlifts (225/155 lb)
20 calorie Bike/Row/Erg
56 Wall Ball Shots (20/14 lb)
20 calorie Bike/Row/Erg
56 Pull-Ups
20 calorie Bike/Row/Erg
56 Toes-to-Bars

Perform 5 Burpees at the top of each minute"
Chris,"For Time
32 calorie Bike
85 Double-Unders
32 Pull-Ups
85 Double-Unders
32 Pistols
85 Double-Unders
32 Handstand Push-Ups
85 Double-Unders
32 calorie Bike"
Chris Davis,"For Time (with a Partner)
Buy-In: 1960 meter Row

Then, 10 Rounds of:
17 Box Jumps (24/20 in)
19 Burpees
59 Double-Unders
1 Squat Clean (225/155 lb, each)

Buy-Out: 2,019 meter Row"
Chris Kyle,"3 Rounds for Time
40 Kettlebell Swings (53/35 lb)
40 Box Jumps (24/20 in)
40 Clusters (65/45 lb)
40 Elevated Push-Ups (feet on 24/18 in box)"
Christian Regenhard,"For Time
10 Strict Presses (115/85 lb)
15 Overhead Squats (115/85 lb)
20 Push Presses (115/85 lb)
25 Front Squats (115/85 lb)
30 Push Jerks (115/85 lb)
35 Back Squats (115/85 lb)"
Christina,"AMRAP in 20 minutes
9 Pull-Ups
9 Squat Cleans (95/65 lb)
9 Kettlebell Swings (1.5/1 pood)
9 Toes-to-Bar
9 Push Presses (95/65 lb)
9 Burpees"
Christine,"3 Rounds for Time
500 meter Row
12 Deadlifts (Bodyweight)
21 Box Jumps (24/20 in)"
"Christopher ""Bunny"" Nelms","For Time: 

Buy-In:
7 Push Presses (95/65 lb)
1 mile Run (with a vest (20/14 lb))
18 Handstand Push-Ups

Then, 6 rounds of: 
2 Rope Climbs
28 Push-Ups
10 Power Cleans (95/65 lb)
2 Bar Muscle-Ups
46 Single-Unders 

Cash-Out: 
2018 meter Row"
Christopher Blackwell,"3 Rounds for Time
5 Push Jerks (185/135 lb)
1 minute Handstand Hold"
Christopher Mozzillo,"5 Rounds for Time
5 Squat Clean-and-Jerks (155/105 lb)
10 Box Jumps (24/20 in)
15 Pull-Ups
500 meter Row"
Christopher Pickford,"For Time
Lift 20,000/14,000 lb (cumulative)

Pick one weight. Use any lift(s)."
Christopher Santora,"5 Rounds for Time
40 Double-Unders
30 Box Jumps (24/20 in)
20 Kettlebell Swings (24/16 kg)
10 Thrusters (135/95 lb)"
Christopher Sullivan,"3 Rounds for Time
1 Squat Snatch (115/85 lb)
2 Squat Cleans (115/85 lb)
3 Hang Cleans (115/85 lb)
4 Power Snatches (115/85 lb)
1 Rope Climb (15 ft)"
Chuck,"10 Rounds for Time
Push-Ups (3-6-9-12-15-18-21-24-27-30 reps)
Pull-Ups (1-2-3-4-5-6-7-8-9-10 reps)
Dips (2-4-6-8-10-12-14-16-18-20 reps)
Chin-Ups (10-9-8-7-6-5-4-3-2-1 reps)
Pistols (5-5-5-5-5-5-5-5-5-5 reps)"
Chuck (Whites),"For Time
153 calorie Row
19 Wall Ball Shots (20/14 lb)
18 Kettlebell Swings (50/35 lb)
63 Burpees
1 mile Run

Wear a Weight Vest (20/14 lb)"
Chuck Heavy,"For Time
1 mile Row
100 Push-Ups
1 mile Run
100 Thrusters (45/35 lb)
1 mile Row"
Cindy,"AMRAP in 20 minutes
5 Pull-Ups
10 Push-Ups
15 Air Squats"
Cindy Full of Grace,"3 Cycles, For Time:
3 Rounds of ""Cindy""*
10 Clean-and-Jerks (135/95 lb)

*1 round of ""Cindy"" = 5 Pull-Ups, 10 Push-Ups, 15 Air Squats"
Cindy XXX,"AMRAP  in 20 minutes
10 Pull-Ups
20 Push-Ups
30 Air Squats
15 Pull-Ups
30 Push-Ups
45 Air Squats
20 Pull-Ups
40 Push-Ups
60 Air Squats
25 Pull-Ups
50 Push-Ups
75 Air Squats
30 Pull-Ups
60 Push-Ups
90 Air Squats"
Cirillo,"AMRAP in 24 minutes
10 Hang Power Cleans (95/65 lb)
22 Air Squats 
14 Burpees"
Clark,"For Time
10-9-8-7-6-5-4-3-2-1 Burpee Broad Jumps 
200 meter Run"
Claudia,"For Time
25 Power Cleans (95/65 lb)
20 Thrusters (95/65 lb)
15 Bar Over Burpees
800 meter Run

25 Power Cleans (95/65 lb)
20 Thrusters (95/65 lb)
15 Bar Over Burpees
400 meter Run

25 Power Cleans (95/65 lb)
20 Thrusters (95/65 lb)
15 Bar Over Burpees
200 meter Run

Time Cap: 20 minutes"
Clay Fillis,"For Time
2 Rounds of:
2 Bear Complexes (135/95 lb)*
20 Sit-Ups
25 Push-Ups
38 Deadlifts (165/115 lb)
60 Box Step-Ups (24/20 in)

Then, complete:
74 Lateral Bar Over Burpees

*1 Bear Complex consists of: 1 Power Clean, 1 Front Squat, 1 Shoulder-to-Overhead, 1 Back Squat, and 1 Shoulder-to-Overhead"
Clayton,"5 Rounds for Time
26 Dumbbell Snatches (50/35 lb)
11 calorie Row
5 Barbell Complexes* (95/65 lb)

Every 5 minutes perform 20 Double-Unders

*One Barbell Complex is comprised of:
1 Power Clean + 1 Front Squat + 1 Push Press + 1 Back Squat + 1 Back Press"
Clean,"For Load
1 rep max Clean

Men: 315-325-335-345-355-365-370-375-380-385 lb
Women: 215-220-225-230-235-240-245-250-255-260 lb

Tiebreak for Time:
5 Cleans (295/195 lb)"
Clean Bandit,"For Time
30 Double-Unders
10 Cleans (100/70 kg)
30 Double-Unders
8 Cleans (110/75 kg)
30 Double-Unders
6 Cleans (120/80 kg)
30 Double-Unders
4 Cleans (130/85 kg)
30 Double-Unders
2 Cleans (140/92.5 kg)

Time Cap: 10 minutes"
Clean Battery,"For Load
1 rep max Squat Clean

Rest 10 minutes

Then, AMRAP in 8 minutes of:
Cleans (90% of 1RM)"
Clean-and-Jerk Speed Ladder,"For Time
3 rounds of Heavy Clean-and-Jerk Ladders

Round 1:
Men: 245-255-265-270-275 lb
Women: 155-160-165-170-175 lb
Time Cap: 1 minute

Round 2:
Men: 280-290-300-305-310 lb
Women: 180-185-190-195-200 lb
Time Cap: 2 minutes

Round 3:
Men: 315-325-335-340-345 lb
Women: 205-210-215-220-225 lb
Time Cap: 3 minutes"
Clovis,"For Time
10 mile Run
150 Burpee Pull-Ups"
Cobain,"For Time
150 Wall Ball Shots (20/14 lb)

Rest 4 minutes

100 Burpees

Time Cap: 30 minutes"
Code 2 Off Duty,"Four AMRAPs in 40 minutes
AMRAP in 12 minutes
4 Deadlifts (140/95 kg)
8 Bar Over Burpees
16 Handstand Push-Ups

Rest 1 minute

AMRAP in 10 minutes
3 Front Squats (100/70 kg)
6 Push-Ups
9 Wall Ball Shots (20/14 lb)

Rest 1 minute

AMRAP in 8 minutes
9 Air Squats
6 Power Cleans (60/40 kg)
3 Shoulder-to-Overheads (60/40 kg)

Rest 1 minute

AMRAP in 6 minutes
15 Thrusters (40/30 kg)
15 Pull-Ups

Rest 1 minute"
Coe,"10 Rounds For Time
10 Thrusters (95/65 lb)
10 Ring Push-Ups"
Coffey,"For Time
800 meter Run
50 Back Squats (135/95 lb)
50 Bench Press (135/95 lb)
800 meter Run
35 Back Squat (135/95 lb)
35 Bench Press (135/95 lb)
800 meter Run
20 Back Squat (135/95 lb)
20 Bench Press (135/95 lb)
800 meter Run
1 Muscle-Up"
Coffland,"For Time
6 minute Hang Hold (cumulative)

Each time you drop from the bar, perform:
800 meter Run
30 Push-Ups"
Coleto,"5 Rounds for Time
300 meter Run
29 Wall Balls (20/14 lb)
1 Rope Climb (15 ft) 
8 Deadlifts (225/155 lb)
27 Kettlebell Swings (53/35 lb)"
Colin Powell,"AMRAP in 35 minutes
4 Deadlifts (185/135 lb)
65 Double-Unders
12 Hand Release Push-Ups
16 Box Jumps (24/20 in)
18 Sit-Ups
10 Strict Pull-Ups
20 calorie Row
21 Burpees

Wear a Weight Vest (20/14 lb)"
Collin,"6 Rounds For TIme
400 meter Sandbag Carry (50/40 lb)
12 Push Presses (115/75 lbs)
12 Box Jumps (24/20 in)
12 Sumo Deadlift High-Pulls (95/65 lb)"
Colonel,"8 Rounds for Time
10 Burpees
10 Bear Complexes (75/55 lb)
2 Muscle-Ups
200 meter Run

1 Bear Complex consists of: 1 Power Clean, 1 Front Squat, 1 Push Press, 1 Back Squat, and 1 Push Press"
Colson,"28 Rounds for Time:
3 Deadlifts (135/95 lb)
6 Power Cleans (135/95 lb)
9 cal Air Bike 
3 Wall Walks* / 3 Bar Muscle-Ups*

* Alternate each round between Wall Walks (odd rounds) and Bar Muscle-Ups (even rounds)"
Combs,"For Time
60 Air Squats
400 meter Run

40 Air Squats
800 meter Run

20 Air Squats
1,600 meter Run

Time Cap: 35 minutes"
Commander Garvalena,"For Time
Cash-In: 190 Double-Unders

Then, 3 Rounds of:
8 Dumbbell Thrusters (2x50/35 lb)
8 Devil Presses (2x50/35 lb)
8 Strict Handstand Push-Ups
190 Double-Unders

Cash-Out: 3,000 meter Run"
Commons,"10 Rounds for Time
4 Wall Ball Shots (30/20 lb)
7 Sumo Deadlift High Pulls (75/65 lb)
9 calorie Echo Bike"
Complex Fran,"For Time
7 Bar Muscle-Ups
7 Chest-to-Bar Pull-Ups
7 Chin-Over-Bar Pull-Ups
21 Thrusters (95/65 lb)
5 Bar Muscle-Ups
5 Chest-to-Bar Pull-Ups
5 Chin-Over-Bar Pull-Ups
15 Thrusters (95/65 lb)
3 Bar Muscle-Ups
3 Chest-to-Bar Pull-Ups
3 Chin-Over-Bar Pull-Ups
9 Thrusters (95/65 lb)"
Concept 2 Triathlon,"For Time
2,500 meter Bike Erg
1,500 meter Row
500 meter Ski Erg"
Constant Variance,"For Time
1 Round of:
15 Wall Ball Shots (20/14 lb, 10/9 ft)
154 Kettlebell Swings (55/35 lb)
15 Box Jump Step Downs (24/20 in)
15 Hang Power Snatches (75/55 lb)
15 Burpees
60 Double-Unders

Then, 2 Rounds of:
15 Hang Power Snatches (75/55 lb)
15 Burpees
60 Double-Unders
15 Box Jump Step Downs (24/20 in)
15 Kettlebell Swings (55/35 lb)
15 Wall Ball Shots (24/14 lb)

Then, 1 Round of:
60 Double-Unders
15 Wall Ball Shots (20/14 lb)
15 Hang Power Snatches (75/55 lb)
15 Burpees
15 Box Jump Step Downs (24/20 in)
15 Kettlebell Swings (55/35 lb)

Finally, 1 Round of:
15 Box Jump Step Downs (24/20 in)
60 Double-Unders
15 Kettlebell Swings (55/35 lb)
15 Hang Power Snatches (75/55 lb)
15 Wall Ball Shots (20/14 lb)
15 Burpees

Rest 5 minutes after each round"
Contact 22 Finale,"For Time
200 meter Run
22 Snatches (95/65 lb)
22 Pull-Ups
22 Medicine Ball Cleans (20/14 lb)
22 Elbow Plank to Push-Ups
22 Wall Ball Shots (20/14 lb)
22 Deadlifts (95/65 lb)
22 Air Squats
22 Overhead Walking Lunges (45/25 lb plate)
22 Box Jumps (24/20 in)
22 Power Cleans (95/65 lb)
2x20 second Bar Hang
22 calorie Row
22 Handstand Push-Ups
22 Back Squats (95/65 lb)
22 Chest-to-Bar Pull-Ups
22 Bar Facing Burpees
22 Thrusters (95/65 lb)
22 Jerks (95/65 lb)
2 Rope Climbs
22 Overhead Squats (96/65 lb)
22 Kettlebell Swings (1.5/1 pood)"
Cookie,"4 Rounds for Time
43 Elevated Push-Ups (24/20 in)
19 Box Step-Ups (per leg) with Kettlebell (24/20 in, 18 lb)
10 Burpee Pull-Ups
505 meter Row

Cash-Out: Exclaim ""for the Paratrooper in the Sky"" and 1 Elevated Push-Up (24/20 in)"
Cooper,"10 Rounds for Time
10 Burpees
10 Air Squats
10 Push-Ups
10 Sit-Ups

Time Cap: 30 minutes"
Copey,"21-15-9 Reps for Time
Bench Presses (Bodyweight)
Deadlifts (Bodyweight)
Ring Dips"
Cor Strik,"For Time
Buy-In: 1,985 meter Run

Then, 4 Rounds of:
20 Thrusters (40/25 kg)
20 Push-Ups
30 Toes-to-Bars
30 Deadlifts (40/25 kg)
12 Pull-Ups

Buy-Out: 2,007 meter Run"
Cora,"21-18-15-12-9-6-3 Reps for Time
Sit-Ups
Box Jumps (24/20 in)
Burpees
Pull-Ups

3 Handstand Push-Ups (after every round)"
Corn Sack Sprint,"For Time
320 meter Hill Sprint with Corn Sack (50/30 lb)

Time Cap: 8 minutes"
Corporal Ian Plank,"31-10-3 Reps for Time
Power Snatches (80/55 kg)
Bar Muscle-Ups"
Cory,"For Time (with a Partner)
Buy-In: 3,650 meter Air Bike

Then, 10 Rounds of:
1 Power Clean (175/125 lb)
7 Ring Push-Ups
20 Deadlifts (175/125 lb)
10 Toes-to-Bars

Buy-Out: 27 Synchronized Partner Burpees"
Cory Hunter,"EMOM for 32 minutes
10 Dumbbell Incline Chest Press (2x50/30 lb)
12/8 calorie Air Bike
10 Dumbbell Push Press (2x50/30 lb)
6 Barbell Front Squats (135/95 lb)"
Cory RIP,"AMRAP in 30 minutes
10 Handstand Push-Ups
6 Deadlifts (225/155 lb)
12 Toes-to-Bars

Every 2 rounds, complete:
400 meter Run"
Côté,"For Time
26 Sit-Ups

Then, 11 Rounds of:
5 Goblet Squats (53/35 lb)
2 Pull-Ups
3 Burpees to Plate

Then, 16 Rounds of:
5 American Kettlebell Swings (53/35 lb)
2 Pull-Ups
3 Burpees to Plate

Directly into, 6 Rounds of:
5 Plate Ground-to-Overheads (45/35 lb)
2 Pull-Ups
3 Burpees to Plate

Finally, complete:
82 Sit-Ups

Time Cap: 45 minutes"
Countdown,"For Time
10-9-8-7-6-5-4-3-2-1 reps of:
Hang Snatches (95/65 lb)
Box Jumps (24/20 in)
Push-Ups
Sumo Deadlift High-Pulls (95/65 lb)"
Countdown,"EMOM for 10 minutes
From 0:00-2:00, perform:
15 Box Jumps (60/50 cm)
5 Snatches (60/40 kg)

If completed before 2 minutes, perform:
15 Box Jumps (60/50 cm)
5 Snatches (70/50 kg)

If completed before 4 minutes, perform:
15 Box Jumps (60/50 cm)
5 Snatches (80/55 kg)

If completed before 6 minutes, perform:
15 Box Jumps (60/50 cm)
5 Snatches (90/60 kg)

If completed before 8 minutes, perform:
15 Box Jumps (60/50 cm)
5 Snatches (100/65 kg)"
COVID-19 Pandemic,"5 Rounds for Time
100 Box Step-Ups (45/35 lb backpack)
65 foot Bear Crawl Medball Push (20 lb)"
Cozy Fitness By The Fire,"4 Rounds for Time
100 meter Sandbag Suitcase Carry Right (60/40 lb)
12 Sandbag Over the Shoulder (60/40 lb)
12 Sandbag Drag and Pull (60/40 lb)
100 meter Suitcase Carry Left (60/40 lb)"
CPL Emmanuel Hernandez,"For Time
Buy-In: 1.3 mile Run

Then, completed:
60-50-40-30-20-10 second Plank Hold
10-20-30-40-50-60 Push-Ups 
60-50-40-30-20-10 Jumping Squats

Cash-Out: 1.3 mile Run"
Cpl Si Miller,"Three 6-minute AMRAPs in 20 minutes
Buy-in: 800 meter Run

Then, AMRAP in remaining time:
12 Front Squats (45/30 kg)
12 Pull-Ups

Then, 1 minute Rest"
CPT Faunce,"For Time
Buy-in: 
1 mile Run
182 second Plank Hold

Directly into:
1,000 foot Ruck Run (50/35 lb)
28 Ruck Thrusters (50/35 lb)
1,000 foot Ruck Run (50/35 lb)
28 Ruck Squats (50/35 lb)
1,000 foot Ruck Run (50/35 lb)
28 4-count Ruck Flutter Kicks (50/35 lb)
1,000 foot Ruck Run (50/35 lb)
28 Ruck Ground to Overhead Presses (50/35 lb)
1,000 foot Ruck Run (50/35 lb)

Buy-Out: 
114 foot Ruck Alternating Lunges (50/35 lb)
1 mile Run"
Crain,"2 Rounds For Time
34 Push-Ups
50 yard Sprint
34 Deadlifts (135/95 lb)
50 yard Sprint
34 Box Jumps (24/20 in)
50 yard Sprint
34 Clean-and-Jerks (95/65 lb)
50 yard Sprint
34 Burpees
50 yard Sprint
34 Wall Ball Shots (20/14 lb)
50 yard Sprint
34 Pull-Ups
50 yard Sprint"
Crash and Burn,"For Time
10-9-8-7-6-5-4-3-2-1 Reps of each:
Deadlifts (300/200 lb)
Power Cleans (150/95 lb)
Bench Presses (200/135 lb)
Pull-Ups
Calorie Assault Air Bike"
Creeping Death,"For Time
100 Wall Ball Shots (9/7 kg)
75 Toes-to-Bars
75/50 calorie Assault Bike
75 Dumbbell Shoulder-to-Overheads (2x22.5/15 kg)
100 foot Single-Arm Overhead Walking Lunges (30/22.5 kg)

Time Cap: 20 minutes"
Crit,"For Time
10 laps Bike (1,200± meters per lap)

Time Cap: 30 minutes"
CrossFit Football Total,"For Load
1 rep max Power Clean
1 rep max Back Squat
1 rep max Bench Press
1 rep max Deadlift"
CrossFit Total,"Sum of the best of 3 attempts at each lift:
Back Squat
Shoulder Press
Deadlift"
CrossFit Total II,"Sum of the Best of Each Lift
Clean
Bench Press
Overhead Squat"
CSM Adkins,"For Time
400 meter Weighted Run (45/35 lb)
30 Lateral Burpees
30 Alternating Reverse Lunges
30 Russian Kettlebell Swings (53/35 lb)

400 meter Weighted Run (45/35 lb)
20 Lateral Burpees
20 Alternating Reverse Lunges
20 Russian Kettlebell Swings (53/35 lb)

400 meter Weighted Run (45/35 lb)
10 Lateral Burpees
10 Alternating Reverse Lunges
10 Russian Kettlebell Swings (53/35 lb)
400 meter Weighted Run (45/35 lb)"
CW2 Jonathan Farmer,"2 Rounds For Time:
1,500 meter Row
53 Push-Ups
11 Pull-Ups
5 Strict Press (115/85 lb)
100 meter Farmer Carry (2x45 lb)
50 meter Sled Push (70/50 lb)
300 meter Sprint"
Cyclocross,"For Time
3 laps Cyclocross Course"
"Cyrus, Eli, Janie, Liam and Mary","Five 5-minute AMRAPs in 25 minutes
From 0:00-5:00
16 calorie Row
16 Box Jumps (24/20 in)

From 5:00-10:00
16 Thrusters (75/53 lb)
16 Pull-Ups

From 10:00-15:00
16 Burpees
16 Dumbbell Snatches (45/25 lb)

From 15:00-20:00
16 Mountain Climbers
16 Kettlebell Swings (53/35 lb)

From 20:00-25:00
16 Push-Ups
16 Sit-Ups"
D Day,"For Time
Buy-In: 4,424 meter Row

Then, 6 Rounds of:
6 Pull-Ups
19 Deadlifts (185/115 lb)
44 Double-Unders"
D-Day,"For Time
1 mile Ruck (30/20 lb)
77 Ruck Squats (30/20 lb)
77 Ruck Push-Ups (30/20 lb)
77 Ruck Deadlifts (30/20 lb)
77 Ruck Shoulder Presses (30/20 lb)
1 mile Ruck (30/20 lb)"
D-Day Partner WOD,"For Time (with a Partner)
Phase 1: ""Overlord""
1944 meter Row

Phase 2: ""Airborne Drop""
60 Pull-Ups
300 meter Run

Phase 3: ""Omaha Beach""
6 50 meter Alternating Sled Drags
300 meter Run

Phase 4: ""Utah Beach""
60 Weighted Push-Ups
300 meter Run

Phase 5: ""Gold Beach""
60 Kettlebell Swings
300 meter Run

Phase 6: ""Sword Beach""
60 Thrusters (45/35 lb)
300 meter Run

Phase 7: ""Juno Beach""
60 Man-on-Fire Burpees
300 meter Run"
D-Day Remembrance,"For Time
1944 meter Row

Then, 6 Rounds of:
30 Burpees
30 Sit-Ups
30 Double-Unders
30 Walking Lunges

Time Cap: 50 minutes"
D&amp;B,"For Time (with a Partner)
58 Box Jump Overs (24/20 in, alternate)
2,500 meter Run (together)
200 meter Walking Lunges (together)

Wear a Weight Vest (10/6 kg)

Rest 3 minutes

Then, complete 4 Rounds of:
33 Hang Power Cleans (60/40 kg) / Partner Deadlift Hold (60/40 kg)
28 Burpee Pull-Ups / Partner Dead Hang Hold"
Da Bauer,"2 Rounds for Time
53 Burpees
18 Kettlebell Swings (53/35 lb)
100 calorie Row
13 Thrusters (95/65 lb)"
Dae Han,"3 Rounds For Time
800 meter Weighted Run (45/35 lb barbell)
3 Rope Climbs (15 ft)
12 Thrusters (135/95 lb)"
Dakota,"For Time
1 mile Run
500 meter Swim
100 Push-Ups
100 Pull-Ups
100 Crunches
500 meter Swim
1 mile Run"
Dale,"AMRAP in 20 minutes
400 meter Run
1 Rope Climb (20 ft)"
Dale Gostick,"3 Rounds for Time (in teams of 3)
8 Muscle-Ups
5 Power Cleans (90/70 kg)
25 GHD Sit-Ups
25 Bar Over Burpees
5 Thrusters (90/70 kg)
8 Unbroken Strict Handstand Push-Ups"
Dale Jaynes,"For Time
400 meter Run
21 Kettlebell Swings (24/16 kg)
21 Wall Ball Shots (20/14 lb)

400 meter Run
15 Kettlebell Swings (24/16 kg)
15 Wall Ball Shots (20/14 lb)

400 meter Run
9 Kettlebell Swings (24/16 kg)
9 Wall Ball Shots (20/14 lb)"
Dallas 5,"Five 5-minute AMRAPs in 29 minutes
AMRAP from 0:00-5:00:
Burpees

AMRAP from 6:00-11:00:
7 Deadlifts (155/105 lb)
7 Box Jumps (24/20 in)

AMRAP from 12:00-17:00:
Turkish Get-Ups (40/30 lb Dumbbell)

AMRAP from 18:00-23:00:
7 Snatches (75/55 lb)
7 Push-Ups

AMRAP from 24:00-29:00:
Row (calories)

Rest 1 minute between each AMRAP station"
Dallas 5 (Brownwood),"For Time
50 Burpees

Then 5 Rounds of:
10 Wall Ball Shots (20/14 lb)
10 Shoulder-to-Overheads (95/65 lb)
10 Pull-Ups
10 Box Jumps (24/20 in)
10 Sit-Ups

Then, 800 meter Run"
Dallas 5 (FitCops),"For Time
1 mile Run
100 Elbow Plank Push-Ups
150 Sit-Ups
100 Burpees
150 Lunges"
Damian D,"33 Rounds for Time
3 Handstand Push-Ups
3 Power Cleans (185/125 lb)
2 Alternating Pistols
3 Bar Muscle-Ups"
Damn Diane,"3 Rounds for Time
15 Deadlifts (315/205 lb)
15 Strict Deficit Handstand Push-Ups (3.5/2 in)"
Dan,"4 Rounds for Load and Time
21 Overhead Squats
400 meter Run"
Dan,"AMRAP in 26 minutes
1 Deadlift (315/225 lb)
5 Pull-Ups
7 Push-Ups
9 Toes-to-Bars
300 meter Run

Wear a Weight Vest (20/14 lb)"
Dana Hannon,"For Time
26 Power Cleans (95/65 lb)
100 Double-Unders
(Break or Trip: 5 Burpees)
100 Kettlebell Swings (16/12 kg)
(Break: 1 Wall Climb)
26 Power Snatch (95/65 lb)"
Danger Zone,"AMRAP in 20 minutes
15 calorie Assault Air Bike
10 Front Squats (135/95 lb)
5 Dumbbell Man Makers (2x35/20 lb)"
Daniel,"For Time
50 Pull-Ups
400 meter Run
21 Thrusters (95/65 lb)
800 meter Run
21 Thrusters (95/65 lb)
400 meter Run
50 Pull-Ups"
Daniel Brethel,"24-18-12-6 Reps for Time
Burpee Box Jumps (24/20 in)
Abmat Sit-Ups with Medicine Ball (20/14 lb)"
Daniel Harlin,"4 Rounds for Time
3 Squat Cleans (185/135 lb)
6 Front Squats (185/135 lb)
12 Deadlifts (185/135 lb)
24 Double-Unders"
Daniel Libretti,"21-15-9 Reps for Time
Deadlifts (315/225 lb)
Bar Over Burpees
Box Jumps (30/24 lb)"
Daniel McCartney,"3 Rounds for Time (In a Team of 3)
2,000 meter Row
14 Dumbbell Thrusters (50/35 lb)
34 Kettlebell Swings (70/53 lb)
484 Double-Unders
108 Burpees
2,000 meter Row
18 Deadlifts (225/155 lb)"
Daniel O'Callaghan,"For Time
Buy-In:
100 Double-Unders

20 Cleans (135/95 lb)
20 Shoulder-to-Overheads (135/95 lb)
20 Clean-and-Jerks (135/95 lb)

Cash-Out:
100 Double-Unders"
Daniel Suhr,"2 Rounds for Time
21 Burpee Ring Dips
16 Overhead Squats (115/75 lb, from the ground)"
Danman,"For Time
Buy-In: 2,000 meter Run

Directly into, 6 Rounds of:
30 Dumbbell Floor Presses (2x20 kg)
21 Dumbbell Deadlifts (2x20 kg)
33 Down Ups

Cash-Out: 2,000 meter Run

Wear a Weight Vest (9/6 kg)"
Danny,"AMRAP in 20 minutes
30 Box Jumps (24/20 in)
20 Push Presses (115/75 lb)
30 Pull-Ups"
Danny,"AMRAP in 23 minutes
12 Alternating Dumbbell Power Snatches (50/35 lb)
10 Burpees Over Dumbbell
12 Strict Sit-Ups"
